id,sex,age_cat,race,decile_score,two_year_recid
1056,Male,Greater than 45,Caucasian,5,1
1057,Male,Greater than 45,African-American,7,1
1058,Male,25 - 45,African-American,4,0
1059,Male,Less than 25,African-American,6,0
1060,Male,25 - 45,African-American,1,0
1061,Male,Greater than 45,African-American,1,0
1062,Male,25 - 45,African-American,3,0
1063,Male,25 - 45,African-American,6,1
1065,Male,25 - 45,African-American,8,1
1066,Male,25 - 45,Caucasian,2,0
1068,Female,Greater than 45,Caucasian,3,1
1069,Male,Greater than 45,Caucasian,1,0
1070,Male,25 - 45,African-American,6,0
1072,Male,25 - 45,African-American,1,0
1073,Male,Less than 25,Hispanic,4,0
1076,Female,Greater than 45,Caucasian,8,0
1077,Male,Less than 25,African-American,5,1
1079,Male,25 - 45,African-American,1,1
1081,Male,25 - 45,African-American,1,0
1082,Male,Greater than 45,African-American,8,1
1084,Male,Greater than 45,African-American,1,0
1086,Male,Less than 25,African-American,5,0
1087,Male,25 - 45,Caucasian,2,1
1088,Male,Greater than 45,Caucasian,1,0
1089,Male,25 - 45,Caucasian,1,1
1092,Male,Less than 25,Hispanic,10,0
1093,Male,Less than 25,Caucasian,2,0
1094,Male,25 - 45,Caucasian,2,1
1096,Male,Greater than 45,Caucasian,1,0
1097,Male,25 - 45,Caucasian,2,0
1099,Male,Less than 25,Caucasian,3,0
1101,Female,25 - 45,Hispanic,3,0
1103,Male,Less than 25,African-American,8,0
1105,Male,25 - 45,Caucasian,4,1
1106,Male,25 - 45,Caucasian,1,0
1107,Male,Less than 25,Caucasian,4,1
1109,Male,Greater than 45,African-American,4,1
1110,Female,25 - 45,African-American,10,1
1111,Male,Greater than 45,African-American,6,0
1118,Female,Greater than 45,Caucasian,1,0
1119,Male,Less than 25,African-American,9,1
1120,Male,Less than 25,African-American,8,0
1121,Male,25 - 45,African-American,2,0
1122,Male,Less than 25,African-American,3,0
1123,Male,Greater than 45,African-American,9,0
1125,Male,25 - 45,African-American,7,1
1127,Male,Less than 25,African-American,2,0
1128,Female,Less than 25,Caucasian,5,0
1129,Male,25 - 45,Other,1,0
1130,Male,25 - 45,Caucasian,5,1
1131,Male,Less than 25,African-American,10,1
1132,Female,Greater than 45,Caucasian,1,0
1135,Male,Less than 25,Caucasian,3,0
1136,Male,25 - 45,African-American,5,1
1138,Female,25 - 45,African-American,9,0
1140,Male,Greater than 45,African-American,1,0
1141,Male,25 - 45,African-American,9,0
1142,Female,25 - 45,African-American,5,0
1143,Male,Less than 25,African-American,5,1
1144,Female,25 - 45,African-American,5,0
1145,Male,Less than 25,African-American,5,1
1146,Male,25 - 45,African-American,7,1
1149,Male,25 - 45,Hispanic,7,0
1150,Female,Greater than 45,African-American,10,1
1151,Male,Less than 25,Other,4,1
1152,Female,Less than 25,Other,10,0
1153,Female,Less than 25,Caucasian,8,1
1156,Female,Less than 25,African-American,2,0
1157,Male,25 - 45,Native American,7,0
1158,Male,Greater than 45,Caucasian,2,1
1159,Female,Greater than 45,African-American,1,0
1160,Female,Less than 25,African-American,7,0
1162,Male,25 - 45,African-American,7,1
1163,Male,25 - 45,African-American,6,0
1165,Male,Less than 25,Other,4,0
1166,Male,25 - 45,African-American,9,1
1167,Male,25 - 45,African-American,3,0
1169,Male,25 - 45,African-American,4,0
1170,Male,25 - 45,Other,2,1
1171,Male,25 - 45,Hispanic,2,0
1172,Male,25 - 45,African-American,2,0
1173,Male,25 - 45,African-American,6,1
1176,Male,25 - 45,Caucasian,2,0
1177,Male,Greater than 45,Caucasian,1,0
1179,Male,25 - 45,African-American,2,0
1181,Female,25 - 45,African-American,5,0
1186,Male,Less than 25,Caucasian,4,1
1187,Male,Less than 25,Caucasian,9,1
1191,Male,Less than 25,Caucasian,4,1
1192,Male,Greater than 45,African-American,6,0
1193,Male,Greater than 45,Caucasian,7,0
1194,Male,25 - 45,Other,1,0
1195,Female,25 - 45,African-American,7,0
1196,Male,25 - 45,Caucasian,1,0
1197,Male,Less than 25,African-American,9,1
1198,Male,25 - 45,Caucasian,3,0
1200,Male,Less than 25,African-American,5,1
1202,Male,25 - 45,African-American,9,1
1204,Female,Less than 25,Other,4,0
1205,Male,Greater than 45,African-American,1,0
1206,Male,25 - 45,Other,1,0
1207,Male,25 - 45,Caucasian,5,1
1208,Male,Greater than 45,Caucasian,3,0
1209,Male,Less than 25,Caucasian,4,0
1212,Female,Less than 25,African-American,5,1
1213,Female,25 - 45,African-American,2,0
1215,Male,Greater than 45,Hispanic,1,0
1216,Male,25 - 45,Caucasian,6,0
1217,Male,25 - 45,African-American,2,1
1219,Female,25 - 45,African-American,2,0
1220,Male,25 - 45,African-American,3,0
1221,Male,25 - 45,Other,7,0
1222,Male,25 - 45,African-American,10,1
1223,Female,Less than 25,Caucasian,6,1
1225,Male,Less than 25,African-American,1,1
1227,Male,25 - 45,Hispanic,7,0
1228,Female,25 - 45,Caucasian,5,0
1229,Male,25 - 45,African-American,6,0
1230,Male,Less than 25,African-American,3,0
1231,Male,25 - 45,Caucasian,2,0
1233,Male,25 - 45,Caucasian,4,0
1234,Male,Greater than 45,African-American,6,0
1235,Male,25 - 45,African-American,7,1
1237,Male,25 - 45,African-American,5,0
1238,Female,25 - 45,Caucasian,3,1
1239,Male,25 - 45,African-American,8,1
1240,Male,25 - 45,African-American,10,0
1241,Male,25 - 45,Caucasian,3,1
1242,Female,25 - 45,Other,1,1
1243,Male,25 - 45,Caucasian,1,0
1244,Male,Greater than 45,Caucasian,4,0
1246,Male,25 - 45,African-American,6,1
1247,Female,Less than 25,African-American,3,0
1248,Male,25 - 45,Caucasian,2,0
1250,Male,25 - 45,African-American,8,1
1252,Male,25 - 45,Other,1,0
1253,Male,Less than 25,Other,3,1
1254,Male,25 - 45,African-American,8,0
1255,Male,25 - 45,African-American,8,1
1256,Male,Greater than 45,African-American,10,1
1257,Male,Less than 25,African-American,7,1
1258,Male,Greater than 45,African-American,8,1
1259,Male,25 - 45,Caucasian,4,1
1260,Male,Greater than 45,African-American,7,1
1261,Male,25 - 45,African-American,2,0
1262,Male,Greater than 45,Caucasian,1,0
1268,Male,25 - 45,African-American,4,1
1269,Male,25 - 45,African-American,4,0
1271,Female,Less than 25,African-American,5,1
1272,Male,25 - 45,African-American,5,1
1274,Male,25 - 45,Other,2,0
1275,Male,Greater than 45,Caucasian,1,0
1276,Male,Less than 25,African-American,7,1
1280,Male,25 - 45,Caucasian,7,1
1281,Female,25 - 45,Caucasian,2,1
1282,Male,Less than 25,African-American,8,0
1283,Male,Less than 25,African-American,9,1
1286,Male,Less than 25,Caucasian,4,1
1290,Male,25 - 45,African-American,8,1
1292,Male,Greater than 45,Caucasian,2,0
1293,Male,Less than 25,African-American,5,1
1295,Male,25 - 45,Caucasian,4,0
1296,Male,Greater than 45,Caucasian,1,0
1297,Female,25 - 45,Hispanic,2,0
1298,Male,Less than 25,African-American,9,0
1300,Female,Less than 25,Caucasian,5,0
1303,Male,Less than 25,African-American,3,1
1304,Male,25 - 45,African-American,7,0
1305,Male,25 - 45,African-American,8,0
1306,Male,25 - 45,African-American,4,1
1310,Female,Less than 25,Caucasian,6,0
1313,Male,25 - 45,African-American,9,1
1314,Male,25 - 45,African-American,8,1
1315,Male,Less than 25,African-American,4,0
1318,Male,25 - 45,African-American,8,1
1320,Male,Greater than 45,Other,1,0
1321,Male,Greater than 45,African-American,1,1
1323,Female,25 - 45,African-American,3,0
1324,Male,25 - 45,Caucasian,2,0
1325,Female,Greater than 45,African-American,1,0
1326,Male,Less than 25,African-American,9,0
1328,Female,25 - 45,African-American,2,0
1329,Male,Less than 25,Caucasian,8,1
1330,Male,25 - 45,Caucasian,4,0
1331,Male,Less than 25,African-American,10,1
1332,Male,25 - 45,Other,3,1
1334,Male,25 - 45,African-American,3,0
1335,Female,25 - 45,Caucasian,4,0
1336,Male,Greater than 45,Caucasian,1,0
1341,Male,25 - 45,Native American,10,1
1342,Male,25 - 45,African-American,7,0
1343,Male,Less than 25,Hispanic,6,1
1344,Male,Greater than 45,African-American,2,0
1345,Male,Less than 25,Caucasian,4,1
1346,Male,25 - 45,African-American,5,0
1347,Female,25 - 45,Caucasian,3,1
1348,Female,25 - 45,African-American,5,0
1349,Male,25 - 45,Hispanic,1,0
1351,Male,25 - 45,African-American,7,1
1352,Male,25 - 45,Caucasian,10,1
1353,Male,Greater than 45,Caucasian,1,1
1354,Male,25 - 45,Hispanic,1,0
1356,Female,Greater than 45,Hispanic,2,0
1358,Male,25 - 45,African-American,6,1
1360,Male,25 - 45,African-American,1,1
1361,Male,25 - 45,African-American,3,1
1363,Male,Greater than 45,Hispanic,1,1
1366,Female,25 - 45,Caucasian,1,0
1367,Male,25 - 45,African-American,2,1
1368,Male,25 - 45,Caucasian,4,0
1369,Female,25 - 45,Caucasian,4,0
1370,Female,Greater than 45,Caucasian,1,0
1372,Male,Less than 25,Caucasian,2,0
1375,Male,25 - 45,Hispanic,2,0
1376,Male,25 - 45,Hispanic,5,0
1377,Male,25 - 45,African-American,7,1
1379,Male,Less than 25,African-American,7,1
1380,Male,Greater than 45,African-American,2,1
1382,Male,25 - 45,African-American,2,0
1384,Male,Greater than 45,Caucasian,5,0
1385,Male,25 - 45,African-American,2,1
1388,Female,Greater than 45,Caucasian,1,1
1393,Male,Greater than 45,African-American,1,1
1395,Male,Less than 25,African-American,9,1
1396,Male,25 - 45,African-American,10,1
1397,Male,Greater than 45,African-American,9,0
1399,Male,25 - 45,Caucasian,3,0
1402,Male,Greater than 45,African-American,1,0
1403,Male,Less than 25,African-American,10,1
1408,Male,25 - 45,African-American,7,1
1410,Male,25 - 45,African-American,2,0
1411,Female,Greater than 45,Hispanic,1,0
1412,Male,Greater than 45,Hispanic,1,0
1418,Male,Greater than 45,Hispanic,3,0
1419,Female,25 - 45,Caucasian,1,0
1422,Female,25 - 45,Hispanic,2,1
1424,Male,Greater than 45,Caucasian,5,1
1427,Male,25 - 45,African-American,9,1
1428,Male,Less than 25,African-American,7,0
1429,Male,25 - 45,African-American,10,1
1430,Male,Greater than 45,Hispanic,4,0
1431,Male,25 - 45,Caucasian,5,0
1433,Male,Less than 25,African-American,8,0
1435,Male,25 - 45,African-American,2,1
1436,Male,Less than 25,African-American,7,1
1438,Female,25 - 45,Caucasian,6,0
1439,Male,Less than 25,Caucasian,4,0
1441,Male,25 - 45,African-American,5,1
1443,Male,Greater than 45,African-American,5,1
1445,Male,25 - 45,African-American,7,1
1446,Male,25 - 45,Caucasian,1,0
1447,Male,25 - 45,Caucasian,1,0
1448,Male,Less than 25,Caucasian,3,0
1452,Female,Less than 25,Caucasian,5,1
1455,Male,Greater than 45,African-American,1,0
1456,Male,25 - 45,African-American,6,1
1458,Male,Less than 25,Caucasian,3,0
1460,Female,Less than 25,Hispanic,7,1
1461,Male,Less than 25,African-American,6,1
1462,Male,25 - 45,Hispanic,1,0
1463,Male,25 - 45,African-American,8,1
1464,Female,Less than 25,Hispanic,6,1
1467,Male,25 - 45,African-American,7,1
1470,Male,Greater than 45,African-American,5,1
1471,Male,Less than 25,Caucasian,5,1
1472,Male,25 - 45,Caucasian,1,0
1473,Male,25 - 45,African-American,4,1
1474,Female,Less than 25,African-American,4,0
1475,Male,Greater than 45,Hispanic,1,0
1479,Male,Greater than 45,African-American,1,1
1481,Male,25 - 45,African-American,1,0
1482,Female,Less than 25,African-American,7,0
1483,Male,25 - 45,African-American,1,0
1484,Male,25 - 45,Caucasian,9,1
1485,Male,Less than 25,African-American,7,1
1486,Male,25 - 45,Hispanic,3,0
1488,Male,25 - 45,African-American,2,1
1490,Male,25 - 45,African-American,4,1
1491,Female,25 - 45,African-American,4,0
1496,Male,Less than 25,African-American,7,1
1497,Male,25 - 45,Caucasian,4,0
1498,Male,Greater than 45,Caucasian,1,0
1499,Male,25 - 45,African-American,10,1
1501,Male,25 - 45,Caucasian,1,0
1505,Male,Less than 25,African-American,8,1
1506,Female,25 - 45,Caucasian,9,1
1508,Female,Less than 25,African-American,3,0
1509,Male,Greater than 45,Hispanic,1,0
1511,Male,25 - 45,African-American,2,0
1512,Male,Greater than 45,African-American,2,0
1513,Male,25 - 45,African-American,5,1
1515,Male,Greater than 45,African-American,4,0
1516,Male,Greater than 45,Hispanic,3,1
1517,Male,25 - 45,African-American,3,1
1518,Male,Less than 25,Hispanic,2,1
1520,Male,Less than 25,Caucasian,6,0
1522,Male,Less than 25,African-American,7,0
1523,Female,25 - 45,Other,3,0
1526,Male,25 - 45,African-American,4,0
1529,Female,25 - 45,African-American,7,1
1530,Male,Greater than 45,Hispanic,1,0
1531,Male,Less than 25,Hispanic,5,1
1532,Male,Greater than 45,Hispanic,1,0
1533,Male,25 - 45,African-American,6,0
1534,Male,25 - 45,African-American,6,0
1535,Male,Less than 25,Hispanic,7,1
1536,Male,25 - 45,African-American,4,0
1538,Male,25 - 45,Caucasian,3,0
1540,Male,25 - 45,African-American,5,0
1541,Male,25 - 45,African-American,10,0
1542,Male,25 - 45,African-American,7,1
1543,Male,25 - 45,African-American,10,1
1545,Male,25 - 45,African-American,5,0
1548,Male,25 - 45,African-American,9,1
1549,Male,Less than 25,African-American,10,1
1550,Male,Greater than 45,Caucasian,1,0
1551,Male,Greater than 45,Hispanic,1,0
1553,Male,Greater than 45,Hispanic,1,1
1554,Male,25 - 45,Hispanic,2,0
1556,Male,25 - 45,African-American,7,1
1557,Female,Greater than 45,African-American,1,0
1558,Female,25 - 45,African-American,5,0
1559,Male,Less than 25,Caucasian,4,0
1560,Male,Greater than 45,Hispanic,2,1
1562,Male,25 - 45,Hispanic,3,0
1563,Female,Greater than 45,African-American,1,0
1565,Male,25 - 45,African-American,5,1
1566,Male,Greater than 45,African-American,3,0
1568,Male,25 - 45,Other,2,1
1569,Female,25 - 45,African-American,7,1
1571,Male,Greater than 45,Caucasian,1,0
1572,Male,25 - 45,African-American,2,0
1573,Male,Less than 25,African-American,6,0
1575,Male,25 - 45,African-American,3,1
1576,Male,25 - 45,African-American,8,1
1577,Male,Greater than 45,African-American,1,0
1578,Male,25 - 45,Caucasian,1,0
1581,Male,Greater than 45,Caucasian,4,0
1584,Male,25 - 45,Other,2,0
1587,Male,Greater than 45,Caucasian,1,0
1588,Male,25 - 45,African-American,10,1
1590,Male,25 - 45,African-American,1,1
1591,Female,Greater than 45,Caucasian,1,0
1594,Female,Less than 25,African-American,5,0
1595,Male,Greater than 45,African-American,10,1
1596,Male,25 - 45,African-American,3,1
1597,Male,25 - 45,African-American,1,0
1599,Female,25 - 45,Caucasian,1,0
1601,Male,25 - 45,Caucasian,2,1
1602,Male,25 - 45,African-American,2,0
1604,Male,25 - 45,African-American,5,1
1605,Male,Less than 25,Hispanic,3,0
1606,Female,25 - 45,African-American,8,0
1607,Female,25 - 45,African-American,7,1
1608,Female,Greater than 45,Caucasian,6,1
1611,Male,Greater than 45,African-American,3,0
1613,Male,25 - 45,African-American,3,0
1615,Female,25 - 45,Caucasian,1,0
1618,Male,25 - 45,Other,1,0
1620,Male,Greater than 45,Caucasian,1,0
1622,Male,Greater than 45,African-American,3,0
1623,Male,Greater than 45,African-American,7,0
1624,Male,Less than 25,African-American,8,1
1625,Male,Less than 25,African-American,10,1
1626,Male,25 - 45,African-American,3,1
1627,Female,Less than 25,African-American,3,0
1629,Male,25 - 45,African-American,5,0
1630,Female,Greater than 45,Caucasian,5,0
1631,Male,Greater than 45,Caucasian,3,1
1632,Male,25 - 45,African-American,10,1
1634,Male,25 - 45,Caucasian,1,0
1637,Male,25 - 45,African-American,1,0
1638,Male,Greater than 45,African-American,3,1
1639,Male,25 - 45,Hispanic,4,0
1640,Male,Greater than 45,Caucasian,1,0
1642,Male,25 - 45,Caucasian,6,0
1643,Male,25 - 45,Caucasian,4,0
1644,Male,25 - 45,Hispanic,1,0
1645,Female,Less than 25,African-American,6,1
1646,Male,Greater than 45,Hispanic,1,0
1648,Male,Greater than 45,Caucasian,1,0
1651,Male,Greater than 45,African-American,3,1
1652,Male,Greater than 45,Caucasian,1,0
1653,Male,25 - 45,Caucasian,5,0
1655,Male,Less than 25,African-American,2,1
1656,Male,25 - 45,Hispanic,2,0
1657,Male,25 - 45,African-American,1,0
1658,Female,Greater than 45,Hispanic,1,0
1660,Male,25 - 45,African-American,10,1
1663,Female,25 - 45,Hispanic,1,0
1664,Male,25 - 45,Caucasian,8,0
1665,Male,25 - 45,African-American,6,0
1666,Female,Greater than 45,Caucasian,1,1
1667,Male,Less than 25,Caucasian,5,1
1668,Male,25 - 45,African-American,9,0
1669,Female,25 - 45,Caucasian,10,1
1670,Male,Less than 25,African-American,6,1
1672,Female,Less than 25,African-American,8,0
1673,Male,25 - 45,Caucasian,7,1
1674,Male,Less than 25,African-American,2,0
1676,Female,Greater than 45,Caucasian,3,0
1678,Male,Greater than 45,African-American,1,0
1680,Male,Greater than 45,Caucasian,2,0
1681,Male,Greater than 45,African-American,2,0
1682,Male,25 - 45,Caucasian,1,0
1683,Female,25 - 45,African-American,7,1
1684,Female,Less than 25,Caucasian,7,0
1685,Male,Less than 25,Hispanic,6,1
1686,Female,Less than 25,African-American,5,1
1688,Male,Less than 25,African-American,8,1
1689,Male,Greater than 45,Caucasian,1,1
1691,Male,25 - 45,Caucasian,10,0
1692,Male,Greater than 45,Caucasian,1,0
1696,Female,25 - 45,Hispanic,8,0
1697,Male,25 - 45,Other,5,0
1698,Female,Less than 25,Caucasian,3,0
1699,Female,25 - 45,Caucasian,2,0
1700,Male,25 - 45,African-American,3,1
1701,Male,Less than 25,African-American,8,1
1702,Male,25 - 45,African-American,9,1
1704,Female,Greater than 45,Caucasian,1,1
1705,Male,25 - 45,African-American,5,0
1706,Male,25 - 45,African-American,5,1
1707,Male,Less than 25,African-American,2,0
1709,Male,25 - 45,African-American,9,1
1710,Male,25 - 45,Caucasian,2,0
1711,Female,25 - 45,Caucasian,1,0
1714,Male,25 - 45,Caucasian,10,0
1715,Male,25 - 45,African-American,6,1
1716,Male,25 - 45,Caucasian,4,0
1717,Male,25 - 45,African-American,6,1
1718,Male,25 - 45,African-American,9,1
1719,Male,Greater than 45,African-American,1,1
1724,Male,Greater than 45,Caucasian,6,1
1725,Female,25 - 45,Hispanic,3,0
1727,Female,Greater than 45,African-American,1,0
1728,Male,25 - 45,Caucasian,9,1
1729,Male,25 - 45,African-American,2,1
1730,Male,Greater than 45,African-American,4,0
1731,Male,Greater than 45,Caucasian,1,0
1733,Female,Greater than 45,Caucasian,7,0
1734,Female,25 - 45,Caucasian,1,0
1735,Male,25 - 45,Caucasian,1,0
1736,Female,Less than 25,African-American,7,0
1737,Female,25 - 45,African-American,9,0
1741,Male,Less than 25,African-American,6,1
1742,Male,Less than 25,Other,4,1
1746,Male,25 - 45,Caucasian,3,1
1747,Male,25 - 45,Caucasian,5,0
1749,Female,Greater than 45,Caucasian,1,0
1750,Male,Less than 25,Caucasian,3,1
1752,Female,Greater than 45,Caucasian,7,0
1754,Male,25 - 45,Caucasian,1,0
1755,Female,Less than 25,African-American,7,0
1756,Female,Greater than 45,Caucasian,2,1
1757,Male,25 - 45,Caucasian,1,0
1759,Male,25 - 45,Caucasian,9,1
1760,Male,25 - 45,Caucasian,5,1
1764,Female,25 - 45,Caucasian,4,0
1765,Male,Less than 25,African-American,10,0
1768,Male,Greater than 45,African-American,1,0
1770,Male,Less than 25,African-American,2,1
1771,Male,Less than 25,Hispanic,3,1
1772,Male,25 - 45,Hispanic,2,0
1774,Male,Less than 25,Caucasian,2,0
1776,Male,Less than 25,African-American,9,1
1777,Female,Less than 25,African-American,7,0
1780,Female,25 - 45,African-American,5,0
1781,Male,25 - 45,Caucasian,3,0
1783,Male,Less than 25,Hispanic,4,0
1786,Male,25 - 45,African-American,9,0
1787,Male,Less than 25,African-American,5,0
1788,Male,Less than 25,Hispanic,10,1
1791,Male,25 - 45,African-American,8,1
1792,Male,25 - 45,Native American,9,0
1794,Male,Greater than 45,African-American,2,0
1795,Female,Less than 25,Hispanic,6,0
1796,Male,Less than 25,African-American,3,1
1797,Female,25 - 45,African-American,9,1
1798,Male,25 - 45,African-American,7,1
1800,Male,Greater than 45,African-American,5,0
1801,Female,Less than 25,African-American,3,0
1803,Male,25 - 45,Caucasian,4,0
1804,Male,25 - 45,African-American,4,0
1805,Male,25 - 45,African-American,5,1
1806,Female,25 - 45,Caucasian,5,1
1809,Male,25 - 45,Other,4,1
1810,Male,25 - 45,Hispanic,1,0
1815,Male,25 - 45,Native American,2,0
1816,Female,25 - 45,Caucasian,10,1
